Virus name	Accession ID	Collection date	Location	Host	Additional location information	Gender	Patient age	Patient status	Passage	Specimen	Additional host information	Lineage	Clade
hCoV-19/England/BRIS-13076B/2020	EPI_ISL_492696	2020-04-12	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/BRIS-130200/2020	EPI_ISL_492697	2020-04-11	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.28	V
hCoV-19/England/BRIS-13059E/2020	EPI_ISL_492698	2020-04-12	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/BRIS-130042/2020	EPI_ISL_492699	2020-04-11	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.250	GR
hCoV-19/USA/KY-UW-MAYO14/2020	EPI_ISL_500523	2020-04-10	North America / USA / Kentucky	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/USA/KY-UW-MAYO16/2020	EPI_ISL_500524	2020-04-11	North America / USA / Kentucky	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/USA/TX-GCID-192000254/2020	EPI_ISL_501171	2020-04-07	North America / USA / Texas / Houston County	Human		Male	30-34	Mild / Contact exposure / Asymptomatic	Original	Nasal swab		B.1	G
hCoV-19/USA/TX-GCID-192000296/2020	EPI_ISL_501172	2020-04-13	North America / USA / Texas / Houston County	Human		Male	45-49	Moderate / Outpatient	Original	Nasal swab		B.1.370	GH
hCoV-19/Spain/CT-IBV-005630/2020	EPI_ISL_508663	2020-04-10	Europe / Spain / Catalunya / Barcelona	Human		Female	41	unknown	Original			B.1	G
hCoV-19/Portugal/PT0672/2020	EPI_ISL_510931	2020-04-13	Europe / Portugal	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/Wales/PHWC-16970F/2020	EPI_ISL_512502	2020-04-12	Europe / United Kingdom / Wales	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/SaudiArabia/KAUST-MADINAH511/2020	EPI_ISL_513162	2020-04-12	Asia / Saudi Arabia / Madinah	Human		Female	50	Live	Original			B.1.259	O
hCoV-19/SaudiArabia/KAUST-MADINAH513/2020	EPI_ISL_513163	2020-04-12	Asia / Saudi Arabia / Madinah	Human		Male	43	Live	Original			B.1.260	GH
hCoV-19/SaudiArabia/KAUST-MADINAH515/2020	EPI_ISL_513164	2020-04-07	Asia / Saudi Arabia / Madinah	Human		Male	26	Live	Original			B.1.247	GH
hCoV-19/SaudiArabia/KAUST-MADINAH519/2020	EPI_ISL_513166	2020-04-05	Asia / Saudi Arabia / Madinah	Human		Female	60	Live	Original			B.1.246	GH
hCoV-19/SaudiArabia/KAUST-MADINAH521/2020	EPI_ISL_513167	2020-04-06	Asia / Saudi Arabia / Madinah	Human		Male	40	Live	Original			B.1.247	GH
hCoV-19/USA/CA-CZB-2476/2020	EPI_ISL_513878	2020-04-14	North America / USA / California / San Francisco County	Human		unknown	unknown	unknown	Original	Nasopharyngeal and oropharyngeal swab		A.1	S
hCoV-19/USA/CA-CZB-2486/2020	EPI_ISL_513880	2020-04-14	North America / USA / California / San Francisco County	Human		unknown	unknown	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1	GH
hCoV-19/USA/CA-CZB-2488/2020	EPI_ISL_513882	2020-04-14	North America / USA / California / San Francisco County	Human		unknown	unknown	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1	GH
hCoV-19/England/PORT-2D1798/2020	EPI_ISL_514468	2020-04-06	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1	G
hCoV-19/England/PORT-2D17A7/2020	EPI_ISL_514469	2020-04-10	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B	L
hCoV-19/England/PORT-2D1947/2020	EPI_ISL_514472	2020-04-10	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.220	GR
hCoV-19/England/PORT-2D1956/2020	EPI_ISL_514473	2020-04-10	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.40	V
hCoV-19/England/PORT-2D1965/2020	EPI_ISL_514474	2020-04-10	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/PORT-2D1974/2020	EPI_ISL_514475	2020-04-06	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/PORT-2D1992/2020	EPI_ISL_514476	2020-04-12	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.4	GR
hCoV-19/England/PORT-2D19B0/2020	EPI_ISL_514477	2020-04-10	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.40	V
hCoV-19/England/PORT-2D19CF/2020	EPI_ISL_514478	2020-04-10	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.10	GR
hCoV-19/England/PORT-2D19ED/2020	EPI_ISL_514479	2020-04-10	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/PORT-2D1A17/2020	EPI_ISL_514482	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/PORT-2D1A53/2020	EPI_ISL_514484	2020-04-13	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.296	GR
hCoV-19/England/CAMB-7E498/2020	EPI_ISL_524501	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.10	GR
hCoV-19/England/CAMB-7E3AA/2020	EPI_ISL_524509	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/Scotland/GCVR-172CB9/2020	EPI_ISL_524516	2020-04-06	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1.93	G
hCoV-19/England/CAMB-7E401/2020	EPI_ISL_524530	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7E44D/2020	EPI_ISL_524531	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/England/CAMB-7E53B/2020	EPI_ISL_524537	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.35	G
hCoV-19/England/CAMB-80202/2020	EPI_ISL_524551	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/Scotland/GCVR-173034/2020	EPI_ISL_524556	2020-04-06	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B	L
hCoV-19/England/CAMB-7E36E/2020	EPI_ISL_524560	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.29	V
hCoV-19/England/CAMB-802A8/2020	EPI_ISL_524564	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/England/CAMB-7E47A/2020	EPI_ISL_524568	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.160.1	GH
hCoV-19/England/CAMB-7F998/2020	EPI_ISL_524570	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/Scotland/GCVR-173043/2020	EPI_ISL_524572	2020-04-05	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/Scotland/EDB1491/2020	EPI_ISL_526459	2020-04-12	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1	G
hCoV-19/Scotland/EDB1496/2020	EPI_ISL_526460	2020-04-12	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1	G
hCoV-19/Scotland/EDB1757/2020	EPI_ISL_526466	2020-04-14	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1	G
hCoV-19/Scotland/EDB1762/2020	EPI_ISL_526467	2020-04-14	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1	G
hCoV-19/Scotland/EDB4001/2020	EPI_ISL_526475	2020-04-14	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/Peru/ARE-INS-076/2020	EPI_ISL_527789	2020-04-13	South America / Peru / Arequipa	Human		Male	44	unknown	Original	Nasopharyngeal swab		B.1.1	GR
hCoV-19/England/OXON-B3B29/2020	EPI_ISL_534901	2020-04-05	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.10	GR
hCoV-19/England/OXON-B3EE4/2020	EPI_ISL_534917	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.220	GR
hCoV-19/Spain/CN-IBV-97006519/2020	EPI_ISL_537724	2020-04-05	Europe / Spain / Canary Islands / Las Palmas de Gran Canaria	Human		Male	26	unknown	Original			B.1.5	G
hCoV-19/Singapore/918/2020	EPI_ISL_538445	2020-04-09	Asia / Singapore	Human		Male	50	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/944/2020	EPI_ISL_538478	2020-04-05	Asia / Singapore	Human		Male	31	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/945/2020	EPI_ISL_538479	2020-04-05	Asia / Singapore	Human		Male	24	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/946/2020	EPI_ISL_538480	2020-04-06	Asia / Singapore	Human		Male	34	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/947/2020	EPI_ISL_538481	2020-04-06	Asia / Singapore	Human		Male	35	Hospitalized	Original			B.1	GH
hCoV-19/Singapore/948/2020	EPI_ISL_538482	2020-04-06	Asia / Singapore	Human		Male	35	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/949/2020	EPI_ISL_538483	2020-04-06	Asia / Singapore	Human		Male	45	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/950/2020	EPI_ISL_538484	2020-04-06	Asia / Singapore	Human		Male	38	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/951/2020	EPI_ISL_538485	2020-04-07	Asia / Singapore	Human		Male	27	Hospitalized	Original			B.6	O
hCoV-19/Singapore/952/2020	EPI_ISL_538486	2020-04-07	Asia / Singapore	Human		Male	49	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/953/2020	EPI_ISL_538487	2020-04-07	Asia / Singapore	Human		Male	40	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/954/2020	EPI_ISL_538488	2020-04-07	Asia / Singapore	Human		Male	35	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/955/2020	EPI_ISL_538489	2020-04-07	Asia / Singapore	Human		Male	35	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/956/2020	EPI_ISL_538490	2020-04-07	Asia / Singapore	Human		Male	30	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/957/2020	EPI_ISL_538491	2020-04-08	Asia / Singapore	Human		Male	65	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/958/2020	EPI_ISL_538492	2020-04-08	Asia / Singapore	Human		Male	34	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/959/2020	EPI_ISL_538493	2020-04-09	Asia / Singapore	Human		Male	39	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/794nan/2020	EPI_ISL_538494	2020-04-09	Asia / Singapore	Human		Male	37	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/960/2020	EPI_ISL_538495	2020-04-10	Asia / Singapore	Human		Male	46	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/961/2020	EPI_ISL_538496	2020-04-10	Asia / Singapore	Human		Male	24	Hospitalized	Original			B.6.6	O
hCoV-19/Singapore/962/2020	EPI_ISL_538497	2020-04-10	Asia / Singapore	Human		Male	37	Hospitalized	Original			B.6.6	O
hCoV-19/Czech Republic/NRL-5886-1/2020	EPI_ISL_539778	2020-04-08	Europe / Czech Republic / Moravian-Silesian Region / Cesky Tesin	Human		Male	unknown	Mild clinical signs without hospitalization	Original	Nasopharyngeal swab		B.1.1.296	GR
hCoV-19/Czech Republic/NRL-5886-2/2020	EPI_ISL_539779	2020-04-08	Europe / Czech Republic / Moravian-Silesian Region / Cesky Tesin	Human		Female	44	Mild clinical signs without hospitalization	Original	Nasopharyngeal swab		B.1.1.296	GR
hCoV-19/USA/WY-WYPHL-20008408/2020	EPI_ISL_539794	2020-04-09	North America / USA / Wyoming	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/WY-WYPHL-20008859/2020	EPI_ISL_539795	2020-04-13	North America / USA / Wyoming	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/TX-HMH-772/2020	EPI_ISL_545601	2020-04-08	North America / USA / Texas / Houston	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/TX-HMH-774/2020	EPI_ISL_545610	2020-04-08	North America / USA / Texas / Houston	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/TX-HMH-568/2020	EPI_ISL_546940	2020-04-09	North America / USA / Texas / Houston	Human		unknown	unknown	unknown	Original			A.3	S
hCoV-19/USA/TX-HMH-606/2020	EPI_ISL_547201	2020-04-09	North America / USA / Texas / Houston	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/USA/TX-HMH-608/2020	EPI_ISL_547217	2020-04-10	North America / USA / Texas / Houston	Human		unknown	unknown	unknown	Original			B.1.325	GH
hCoV-19/USA/TX-HMH-609/2020	EPI_ISL_547228	2020-04-11	North America / USA / Texas / Houston	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/TX-HMH-611/2020	EPI_ISL_547245	2020-04-10	North America / USA / Texas / Houston	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/TX-HMH-612/2020	EPI_ISL_547255	2020-04-10	North America / USA / Texas / Houston	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/TX-HMH-615/2020	EPI_ISL_547272	2020-04-10	North America / USA / Texas / Houston	Human		unknown	unknown	unknown	Original			B.1.370	GH
hCoV-19/USA/TX-HMH-617/2020	EPI_ISL_547288	2020-04-10	North America / USA / Texas / Houston	Human		unknown	unknown	unknown	Original			B.1.370	GH
hCoV-19/Switzerland/BE-UNIBE-214-0044/2020	EPI_ISL_574851	2020-04-06	Europe / Switzerland / Bern	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/Switzerland/BE-UNIBE-215-0080/2020	EPI_ISL_574852	2020-04-06	Europe / Switzerland / Bern	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/Switzerland/BE-UNIBE-217-0518/2020	EPI_ISL_574853	2020-04-08	Europe / Switzerland / Bern	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/Switzerland/BE-UNIBE-218-0537/2020	EPI_ISL_574854	2020-04-08	Europe / Switzerland / Bern	Human		unknown	unknown	unknown	Original			B.1	G
hCoV-19/Switzerland/BE-UNIBE-219-1251/2020	EPI_ISL_574855	2020-04-09	Europe / Switzerland / Bern	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/Switzerland/BE-UNIBE-220-1253/2020	EPI_ISL_574856	2020-04-09	Europe / Switzerland / Bern	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/Switzerland/BE-UNIBE-222-1255/2020	EPI_ISL_574857	2020-04-09	Europe / Switzerland / Bern	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/Switzerland/BE-UNIBE-223-2673/2020	EPI_ISL_574858	2020-04-11	Europe / Switzerland / Bern	Human		unknown	unknown	unknown	Original			B.1	G
hCoV-19/Switzerland/BE-UNIBE-225-2890/2020	EPI_ISL_574859	2020-04-14	Europe / Switzerland / Bern	Human		unknown	unknown	unknown	Original			B.1	G
hCoV-19/USA/WI-WSLH-200110/2020	EPI_ISL_578341	2020-04-05	North America / USA / Wisconsin / Brown County	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/WI-WSLH-200113/2020	EPI_ISL_578344	2020-04-06	North America / USA / Wisconsin / Dane County	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/USA/WI-WSLH-200115/2020	EPI_ISL_578345	2020-04-07	North America / USA / Wisconsin / Grant County	Human		unknown	unknown	unknown	Original			B.1.139	G
hCoV-19/USA/WI-WSLH-200116/2020	EPI_ISL_578346	2020-04-07	North America / USA / Wisconsin / Waukesha County	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/USA/WI-WSLH-200117/2020	EPI_ISL_578347	2020-04-09	North America / USA / Wisconsin / Jefferson County	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/WI-WSLH-200118/2020	EPI_ISL_578348	2020-04-09	North America / USA / Wisconsin / Waukesha County	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/USA/WI-WSLH-200119/2020	EPI_ISL_578349	2020-04-10	North America / USA / Wisconsin / Dane County	Human		unknown	unknown	unknown	Original			A.4	S
hCoV-19/USA/WI-WSLH-200121/2020	EPI_ISL_578350	2020-04-13	North America / USA / Wisconsin / Winnebago County	Human		unknown	unknown	unknown	Original			B.1.320	GH
hCoV-19/USA/WI-WSLH-200122/2020	EPI_ISL_578351	2020-04-14	North America / USA / Wisconsin / Walworth County	Human		unknown	unknown	unknown	Original			B	L
hCoV-19/USA/WI-WSLH-200123/2020	EPI_ISL_578352	2020-04-14	North America / USA / Wisconsin / Grant County	Human		unknown	unknown	unknown	Original			B.1.139	G
hCoV-19/Canada/NS-NML-1244/2020	EPI_ISL_579636	2020-04-05	North America / Canada / Nova Scotia	Human		Male	unknown	unknown	Original	Nasopharyngeal swab		B.1.1	GR
hCoV-19/Canada/NS-NML-1246/2020	EPI_ISL_579638	2020-04-05	North America / Canada / Nova Scotia	Human		Female	unknown	unknown	Original	Nasopharyngeal swab		B.1.320	GH
hCoV-19/Canada/NS-NML-1249/2020	EPI_ISL_579640	2020-04-06	North America / Canada / Nova Scotia	Human		Female	unknown	unknown	Original	Nasopharyngeal swab		B.1.98	G
hCoV-19/Canada/NS-NML-1261/2020	EPI_ISL_579649	2020-04-06	North America / Canada / Nova Scotia	Human		Female	unknown	unknown	Original	Nasopharyngeal swab		B.1.5	G
hCoV-19/Canada/NS-NML-1277/2020	EPI_ISL_579664	2020-04-07	North America / Canada / Nova Scotia	Human		Male	unknown	unknown	Original	Nasopharyngeal swab		B.1.98	G
hCoV-19/Canada/NS-NML-1285/2020	EPI_ISL_579669	2020-04-07	North America / Canada / Nova Scotia	Human		Male	unknown	unknown	Original	Nasopharyngeal swab		B.1	GH
hCoV-19/Canada/NS-NML-1296/2020	EPI_ISL_579679	2020-04-08	North America / Canada / Nova Scotia	Human		Male	unknown	unknown	Original	Nasopharyngeal swab		B.1.5	G
hCoV-19/Canada/NS-NML-1316/2020	EPI_ISL_579696	2020-04-09	North America / Canada / Nova Scotia	Human		Female	unknown	unknown	Original	Nasopharyngeal swab		B.1	GH
hCoV-19/Canada/ON-S810/2020	EPI_ISL_591237	2020-04-10	North America / Canada / Ontario / Toronto	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/Canada/ON-S812/2020	EPI_ISL_591238	2020-04-10	North America / Canada / Ontario / Toronto	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/Canada/ON-S826/2020	EPI_ISL_591240	2020-04-11	North America / Canada / Ontario / Toronto	Human		unknown	unknown	unknown	Original			B.1.270	GH
hCoV-19/Canada/ON-S848/2020	EPI_ISL_591245	2020-04-11	North America / Canada / Ontario / Toronto	Human		unknown	unknown	unknown	Original			B.1.350	GH
hCoV-19/Canada/ON-S849/2020	EPI_ISL_591246	2020-04-11	North America / Canada / Ontario / Toronto	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/Canada/ON-S850/2020	EPI_ISL_591247	2020-04-11	North America / Canada / Ontario / Toronto	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/USA/DE-DHSS-F952974/2020	EPI_ISL_593979	2020-04-05	North America / USA / Delaware / Sussex County	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/Germany/NW-HHU-205/2020	EPI_ISL_602479	2020-04-08	Europe / Germany / North Rhine-Westphalia / Essen	Human		unknown	unknown	unknown	Orginal	Oropharyngeal swab		B.1.1.10	GR
hCoV-19/Lithuania/KU-LUHS-Eilnr10/2020	EPI_ISL_603085	2020-04-05	Europe / Lithuania / Kauno apskritis	Human		Male	29	unknown	Original			B	L
hCoV-19/Lithuania/MR-LUHS-Eilnr15/2020	EPI_ISL_603086	2020-04-05	Europe / Lithuania / Marijampoles apskritis	Human		Male	75	unknown	Original			B.53	L
hCoV-19/Lithuania/MR-LUHS-Eilnr19/2020	EPI_ISL_603087	2020-04-06	Europe / Lithuania / Marijampoles apskritis	Human		Female	84	unknown	Original			B.53	L
hCoV-19/Lithuania/KU-LUHS-Eilnr22/2020	EPI_ISL_603088	2020-04-06	Europe / Lithuania / Kauno apskritis	Human		Male	19	unknown	Original			B.31	V
hCoV-19/Lithuania/KU-LUHS-Eilnr24/2020	EPI_ISL_603089	2020-04-06	Europe / Lithuania / Kauno apskritis	Human		Female	19	unknown	Original			B.53	L
hCoV-19/Lithuania/MR-LUHS-Eilnr30/2020	EPI_ISL_603090	2020-04-06	Europe / Lithuania / Marijampoles apskritis	Human		Male	58	unknown	Original			B.53	L
hCoV-19/Lithuania/MR-LUHS-Eilnr32/2020	EPI_ISL_603091	2020-04-06	Europe / Lithuania / Marijampoles apskritis	Human		Female	53	unknown	Original			B.53	L
hCoV-19/Lithuania/MR-LUHS-Eilnr38/2020	EPI_ISL_603092	2020-04-07	Europe / Lithuania / Marijampoles apskritis	Human		Female	50	unknown	Original			B.53	L
hCoV-19/Lithuania/MR-LUHS-Eilnr39/2020	EPI_ISL_603093	2020-04-06	Europe / Lithuania / Marijampoles apskritis	Human		Female	89	unknown	Original			B.53	L
hCoV-19/Lithuania/MR-LUHS-Eilnr47/2020	EPI_ISL_603094	2020-04-08	Europe / Lithuania / Marijampoles apskritis	Human		Male	64	unknown	Original			B.53	L
hCoV-19/Lithuania/KL-LUHS-Eilnr59/2020	EPI_ISL_603095	2020-04-10	Europe / Lithuania / Klaipedos apskritis	Human		Female	55	unknown	Original			B	V
hCoV-19/Lithuania/KU-LUHS-Eilnr61/2020	EPI_ISL_603096	2020-04-10	Europe / Lithuania / Kauno apskritis	Human		Female	52	unknown	Original			B.53	L
hCoV-19/Lithuania/MR-LUHS-Eilnr67/2020	EPI_ISL_603097	2020-04-13	Europe / Lithuania / Marijampoles apskritis	Human		Male	58	unknown	Original			B.53	L
hCoV-19/Lithuania/MR-LUHS-Eilnr69/2020	EPI_ISL_603098	2020-04-13	Europe / Lithuania / Marijampoles apskritis	Human		Female	49	unknown	Original			B.53	L
hCoV-19/Lithuania/MR-LUHS-Eilnr71/2020	EPI_ISL_603099	2020-04-14	Europe / Lithuania / Marijampoles apskritis	Human		Female	51	unknown	Original			B.53	L
hCoV-19/Denmark/DCGC-779/2020	EPI_ISL_614450	2020-04-13	Europe / Denmark / Hovedstaden	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/Denmark/DCGC-757/2020	EPI_ISL_614543	2020-04-06	Europe / Denmark / Sjaelland	Human		unknown	unknown	unknown	Original			B.1.179	G
hCoV-19/Denmark/DCGC-1613/2020	EPI_ISL_619318	2020-04-06	Europe / Denmark / Hovedstaden	Human		unknown	unknown	unknown	Original			A.2	S
hCoV-19/Denmark/DCGC-2045/2020	EPI_ISL_619321	2020-04-13	Europe / Denmark / Nordjylland	Human		unknown	unknown	unknown	Original			A.2	S
hCoV-19/Denmark/DCGC-1563/2020	EPI_ISL_619328	2020-04-13	Europe / Denmark / Nordjylland	Human		unknown	unknown	unknown	Original			B.1.262	GH
hCoV-19/Denmark/DCGC-1612/2020	EPI_ISL_619332	2020-04-13	Europe / Denmark / Nordjylland	Human		unknown	unknown	unknown	Original			B.1.343	GH
hCoV-19/Denmark/DCGC-2046/2020	EPI_ISL_619337	2020-04-13	Europe / Denmark / Midtjylland	Human		unknown	unknown	unknown	Original			B.1.262	GH
hCoV-19/Denmark/DCGC-1611/2020	EPI_ISL_619344	2020-04-13	Europe / Denmark / Nordjylland	Human		unknown	unknown	unknown	Original			B.1.343	GH
hCoV-19/Denmark/DCGC-1610/2020	EPI_ISL_619378	2020-04-13	Europe / Denmark / Nordjylland	Human		unknown	unknown	unknown	Original			B.1.343	GH
hCoV-19/Denmark/DCGC-1609/2020	EPI_ISL_619384	2020-04-13	Europe / Denmark / Nordjylland	Human		unknown	unknown	unknown	Original			B.1	G
hCoV-19/Denmark/DCGC-2047/2020	EPI_ISL_619389	2020-04-13	Europe / Denmark / Nordjylland	Human		unknown	unknown	unknown	Original			B.1	G
hCoV-19/Denmark/DCGC-1608/2020	EPI_ISL_619398	2020-04-13	Europe / Denmark / Nordjylland	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/Denmark/DCGC-1607/2020	EPI_ISL_619405	2020-04-13	Europe / Denmark / Nordjylland	Human		unknown	unknown	unknown	Original			B.1.39	GH
hCoV-19/Ireland/WW-NVRL-AIIDV0425v1/2020	EPI_ISL_644300	2020-04-09	Europe / Ireland / Wicklow	Human		Male	61-70	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.1	GR
hCoV-19/Ireland/WW-NVRL-AIIDV0063v1/2020	EPI_ISL_644303	2020-04-08	Europe / Ireland / Wicklow	Human		Male	61-70	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.1.267	GR
hCoV-19/Ireland/D-NVRL-AIIDV0432v7/2020	EPI_ISL_644305	2020-04-13	Europe / Ireland / Dublin	Human		Female	71-80	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.1.267	GR
hCoV-19/Ireland/WW-NVRL-AIIDV0063v3/2020	EPI_ISL_644306	2020-04-12	Europe / Ireland / Wicklow	Human		Male	61-70	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.1.267	GR
hCoV-19/Ireland/WW-NVRL-AIIDV0064v1/2020	EPI_ISL_644309	2020-04-08	Europe / Ireland / Wicklow	Human		Male	61-70	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.1	GR
hCoV-19/Ireland/WW-NVRL-AIIDV0063v4/2020	EPI_ISL_644313	2020-04-14	Europe / Ireland / Wicklow	Human		Male	61-70	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.1.267	GR
hCoV-19/Ireland/D-NVRL-AIIDV0071v1/2020	EPI_ISL_644316	2020-04-07	Europe / Ireland / Dublin	Human		Male	>85	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.1	GR
hCoV-19/Ireland/D-NVRL-AIIDV0084v1/2020	EPI_ISL_644318	2020-04-13	Europe / Ireland / Dublin	Human		Female	71-80	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.1.267	GR
hCoV-19/Ireland/D-NVRL-AIIDV0076v1/2020	EPI_ISL_644332	2020-04-11	Europe / Ireland / Dublin	Human		Male	51-60	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.1	GR
hCoV-19/Ireland/D-NVRL-AIIDV0091v1/2020	EPI_ISL_644333	2020-04-14	Europe / Ireland / Dublin	Human		Male	41-50	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.5	G
hCoV-19/Ireland/D-NVRL-AIIDV0053v2/2020	EPI_ISL_644335	2020-04-09	Europe / Ireland / Dublin	Human		Male	61-70	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.29	V
hCoV-19/Ireland/D-NVRL-AIIDV0090v2/2020	EPI_ISL_644339	2020-04-09	Europe / Ireland / Dublin	Human		Male	51-60	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.1.10	GR
